fpl_id,gw,mins,G,A,xG,xA,Pts,CS,dc,bps,starts,saves
488,1,90,0,0,0.03,0.01,2,0,6,10,1,0
490,1,28,0,0,0.12,0.01,1,0,1,3,0,0
491,1,90,0,0,0.22,0.02,2,0,3,8,1,0
492,1,20,0,0,0.0,0.0,1,0,1,4,0,0
493,1,1,0,0,0.0,0.0,1,0,0,3,0,0
496,1,90,0,0,0.0,0.0,2,0,0,15,1,5
498,1,90,0,0,0.0,0.02,3,0,16,10,1,0
502,1,90,0,0,0.0,0.06,3,0,11,13,1,0
504,1,90,0,0,0.13,0.03,6,1,4,19,1,0
506,1,4,0,0,0.0,0.02,1,0,0,3,0,0
514,1,90,0,0,0.06,0.06,2,0,8,17,1,0
515,1,22,0,0,0.0,0.01,1,0,2,6,0,0
516,1,45,0,0,0.0,0.01,1,0,5,8,0,0
519,1,45,0,0,0.02,0.06,0,0,3,1,1,0
520,1,45,0,0,0.0,0.01,1,0,8,2,1,0
522,1,85,0,0,0.0,0.01,2,0,5,15,1,0
523,1,67,0,0,0.38,0.02,2,0,2,10,1,0
525,1,45,0,0,0.0,0.06,1,0,2,16,0,0
526,1,22,0,0,0.07,0.0,1,0,0,3,0,0
527,1,67,0,0,0.0,0.0,2,0,1,6,1,0
529,1,90,0,0,0.0,0.0,1,0,0,7,1,1
532,1,90,0,0,0.0,0.01,0,0,9,4,1,0
534,1,79,0,0,0.04,0.27,2,0,4,14,1,0
535,1,23,0,0,0.0,0.01,1,0,0,2,0,0
536,1,90,0,0,0.0,0.29,1,0,8,9,1,0
539,1,66,0,0,0.01,0.01,1,0,5,1,1,0
541,1,90,0,0,0.08,0.08,1,0,4,5,1,0
542,1,79,0,0,0.0,0.03,2,0,2,13,1,0
543,1,10,0,0,0.03,0.0,1,0,0,3,0,0
544,1,90,0,1,0.0,0.09,9,0,13,31,1,0
545,1,90,0,0,0.06,0.03,2,0,2,18,1,0
548,1,10,0,0,0.0,0.0,1,0,1,3,0,0
549,1,31,0,0,0.0,0.0,1,0,2,1,0,0
551,1,58,1,0,0.15,0.01,5,0,7,23,1,0
552,1,66,0,0,0.3,0.0,2,0,0,1,1,0
553,1,23,0,0,0.0,0.0,1,0,0,3,0,0
556,1,5,0,0,0.0,0.0,1,0,0,3,0,0
557,1,75,0,1,0.19,0.14,6,1,6,30,1,0
558,1,16,0,0,0.0,0.0,1,0,1,3,0,0
559,1,14,0,0,0.0,0.0,1,0,2,5,0,0
562,1,79,0,0,0.61,0.0,2,0,9,7,1,0
564,1,90,0,0,0.0,0.0,2,0,0,12,1,2
565,1,75,0,2,0.05,0.33,14,1,13,41,1,0
566,1,90,0,0,0.0,0.0,2,0,13,5,1,0
567,1,90,0,0,0.0,0.0,1,0,0,12,1,5
569,1,90,1,0,0.73,0.01,6,0,2,33,1,0
570,1,72,0,0,0.16,0.01,2,0,4,10,1,0
572,1,90,0,0,0.0,0.0,10,1,0,41,1,5
575,1,61,0,0,0.0,0.0,1,0,3,2,1,0
576,1,70,0,0,0.0,0.03,3,1,6,11,1,0
577,1,18,0,0,0.0,0.01,1,0,1,3,0,0
579,1,20,0,0,0.0,0.03,1,0,4,3,0,0
580,1,23,0,0,0.0,0.0,1,0,3,5,0,0
583,1,25,0,0,0.0,0.0,1,0,1,3,0,0
584,1,8,0,0,0.0,0.0,1,0,1,3,0,0
585,1,26,0,0,0.0,0.0,1,0,4,4,0,0
586,1,63,1,0,0.28,0.0,15,1,13,35,1,0
588,1,35,0,0,0.0,0.16,1,0,9,12,0,0
591,1,70,0,1,0.23,0.31,5,0,8,24,1,0
592,1,10,0,0,0.0,0.0,1,0,2,4,0,0
593,1,90,0,0,0.03,0.0,1,0,9,-1,1,0
596,1,8,0,0,0.0,0.0,1,0,2,3,0,0
600,1,12,0,0,0.0,0.05,1,0,2,7,0,0
605,1,4,0,0,0.0,0.01,1,0,0,3,0,0
608,1,15,0,0,0.1,0.0,1,0,1,6,0,0
1,2,90,0,0,0.0,0.0,6,1,0,21,1,0
4,2,90,0,0,0.13,0.02,8,1,10,23,1,0
7,2,70,0,0,0.07,0.02,3,1,5,15,1,0
8,2,90,0,1,0.11,0.46,11,1,3,30,1,0
10,2,90,0,0,0.0,0.05,7,1,4,26,1,0
11,2,78,0,0,0.0,0.01,6,1,4,25,1,0
12,2,90,1,0,0.63,0.04,11,1,11,46,1,0
13,2,84,0,0,0.0,0.1,5,1,12,19,1,0
14,2,45,0,0,0.0,0.07,1,0,3,6,0,0
15,2,70,0,0,0.08,0.07,3,1,5,13,1,0
17,2,19,0,0,0.0,0.0,1,0,4,7,0,0
19,2,5,0,0,0.0,0.0,1,0,2,5,0,0
26,2,90,0,0,0.02,0.03,2,1,5,5,1,0
28,2,90,0,0,0.0,0.01,2,0,0,18,1,4
31,2,11,0,0,0.0,0.0,1,0,1,3,0,0
32,2,77,0,0,0.15,0.01,2,0,6,8,1,0
34,2,90,0,0,0.0,0.01,2,0,4,6,1,0
36,2,90,0,0,0.07,0.0,1,0,8,-5,1,0
37,2,90,0,0,0.0,0.08,2,0,7,10,1,0
40,2,90,0,1,0.14,1.01,5,0,5,28,1,0
41,2,90,0,0,0.04,0.02,2,0,5,9,1,0
42,2,27,0,0,0.0,0.01,1,0,1,3,0,0
43,2,90,0,0,0.47,0.11,4,0,13,26,1,0
45,2,90,0,0,0.05,0.05,1,0,4,2,1,0
46,2,77,0,0,0.03,0.02,2,0,10,23,1,0
47,2,90,0,0,0.0,0.03,2,0,8,13,1,0
51,2,70,0,0,0.0,0.01,2,0,6,5,1,0
52,2,19,0,0,0.0,0.0,0,0,2,2,0,0
56,2,19,0,0,0.0,0.0,1,0,0,3,0,0
57,2,90,0,0,0.0,0.0,3,0,0,20,1,5
60,2,90,0,0,0.0,0.74,4,0,12,19,1,0
61,2,90,0,0,0.0,0.07,4,0,9,27,1,0
64,2,90,0,0,0.0,0.02,1,0,6,5,1,0
67,2,90,0,0,0.4,0.02,2,0,5,4,1,0
68,2,90,0,0,0.09,0.21,1,0,11,20,1,0
69,2,86,1,0,0.26,0.27,12,1,15,39,1,0
70,2,80,0,0,0.61,0.05,3,1,5,12,1,0
71,2,68,0,0,0.0,0.01,3,1,2,13,1,0
73,2,21,0,0,0.0,0.0,1,0,3,4,0,0
74,2,9,0,0,0.0,0.01,1,0,0,3,0,0
75,2,3,0,0,0.0,0.0,1,0,2,5,0,0
79,2,80,0,1,0.58,0.04,5,1,3,11,1,0
81,2,9,0,0,0.0,0.0,1,0,1,4,0,0
82,2,90,0,0,0.0,0.0,2,0,0,7,1,1
84,2,90,0,0,0.17,0.01,3,0,13,14,1,0
86,2,87,0,1,0.02,0.13,6,0,11,29,1,0
87,2,90,0,0,0.0,0.01,3,0,17,7,1,0
88,2,87,0,0,0.02,0.21,2,0,4,9,1,0
89,2,2,0,0,0.0,0.0,1,0,0,3,0,0
90,2,2,0,0,0.0,0.02,1,0,1,6,0,0
91,2,12,0,0,0.0,0.0,1,0,2,-1,0,0
94,2,87,1,0,0.25,0.02,10,0,9,34,1,0
95,2,29,0,0,0.02,0.08,1,0,7,16,0,0
96,2,68,0,0,0.03,0.13,3,1,9,20,1,0
98,2,90,0,0,0.0,0.14,1,0,10,11,1,0
102,2,21,0,0,0.0,0.01,1,0,0,4,0,0
105,2,60,0,0,0.11,0.06,2,1,1,4,1,0
106,2,90,0,0,0.8,0.01,2,0,4,2,1,0
108,2,2,0,0,0.04,0.0,1,0,1,3,0,0
109,2,90,0,0,0.0,0.0,0,0,0,-1,1,1
110,2,90,0,0,0.0,0.0,2,0,0,10,1,1
112,2,90,0,0,0.11,0.03,1,0,8,9,1,0
113,2,90,0,0,0.02,0.01,0,0,0,-4,1,0
114,2,90,0,0,0.05,0.11,-1,0,3,-2,1,0
115,2,90,0,0,0.03,0.05,0,0,2,-2,1,0
116,2,90,0,0,0.0,0.01,-1,0,3,-4,1,0
119,2,10,0,0,0.0,0.0,0,0,0,-1,0,0
124,2,90,1,1,0.05,0.11,13,0,6,46,1,0
127,2,90,0,1,0.38,0.17,5,0,5,15,1,0
130,2,79,0,0,0.03,0.08,0,0,7,6,1,0
138,2,79,0,1,0.17,0.02,5,0,6,17,1,0
142,2,22,0,0,0.0,0.0,1,0,0,-1,0,0
144,2,90,0,0,0.0,0.01,1,0,5,-1,1,0
145,2,67,0,0,0.0,0.01,0,0,9,-2,1,0
148,2,90,0,1,0.0,0.06,4,0,6,12,1,0
149,2,71,0,0,0.0,0.0,1,0,9,2,1,0
151,2,22,0,0,0.0,0.0,1,0,3,-1,0,0
153,2,16,0,0,0.0,0.0,1,0,1,-2,0,0
154,2,90,1,0,0.66,0.13,7,0,8,28,1,0
156,2,67,1,0,0.41,0.33,7,0,4,32,1,0
159,2,13,0,0,0.0,0.0,1,0,0,3,0,0
160,2,12,0,0,0.0,0.0,1,0,2,3,0,0
161,2,67,1,0,0.54,0.0,7,0,7,32,1,0
162,2,10,0,0,0.0,0.0,1,0,5,2,0,0
165,2,90,1,1,1.23,0.04,9,0,3,44,1,0
166,2,70,0,0,0.0,0.1,2,0,3,11,1,0
167,2,24,0,0,0.07,0.0,1,0,0,9,0,0
173,2,77,0,0,0.0,0.01,8,1,9,28,1,0
175,2,90,0,0,0.0,0.19,2,0,2,15,1,0
176,2,90,0,0,0.18,0.05,2,0,3,15,1,0
182,2,90,0,0,0.02,0.04,1,0,4,4,1,0
183,2,70,0,0,0.06,0.09,3,1,6,12,1,0
184,2,90,0,0,0.01,0.04,2,0,10,14,1,0
185,2,31,0,0,0.02,0.02,1,0,4,8,0,0
186,2,57,0,0,0.0,0.06,1,0,4,4,1,0
188,2,19,0,0,0.0,0.01,1,0,2,2,0,0
190,2,58,0,0,0.05,0.13,1,0,6,7,1,0
194,2,32,0,0,0.0,0.0,1,0,2,5,0,0
198,2,90,0,0,0.0,0.0,1,0,0,4,1,4
200,2,90,0,0,0.02,0.0,1,0,9,-3,1,0
202,2,90,0,0,0.04,0.0,0,0,6,-4,1,0
203,2,90,0,0,0.0,0.0,0,0,7,-1,1,0
204,2,90,0,0,0.11,0.16,0,0,5,-8,1,0
207,2,15,0,0,0.0,0.0,1,0,1,1,0,0
209,2,28,0,0,0.0,0.0,1,0,2,1,0,0
210,2,90,0,0,0.0,0.07,2,0,7,21,1,0
211,2,67,0,1,0.05,0.07,5,0,10,27,1,0
214,2,90,0,0,0.05,0.02,2,0,9,21,1,0
222,2,62,0,0,0.05,0.0,2,0,4,13,1,0
224,2,67,0,0,0.36,0.0,2,0,6,8,1,0
226,2,90,0,0,0.0,0.0,3,0,0,22,1,4
229,2,90,1,0,0.1,0.01,12,0,10,27,1,0
230,2,90,0,0,0.09,0.01,4,0,12,6,1,0
233,2,90,0,0,0.0,0.01,4,0,12,7,1,0
236,2,90,0,0,0.06,0.16,2,0,10,24,1,0
237,2,90,0,0,0.02,0.07,4,0,13,16,1,0
239,2,61,0,0,0.0,0.0,1,0,10,9,1,0
240,2,4,0,0,0.0,0.0,1,0,0,2,0,0
241,2,22,0,0,0.0,0.0,1,0,2,2,0,0
242,2,61,0,0,0.05,0.01,2,0,2,12,1,0
243,2,4,0,0,0.03,0.02,0,0,0,-2,0,0
244,2,86,0,0,0.0,0.03,2,0,9,12,1,0
246,2,85,0,0,0.0,0.01,2,0,9,13,1,0
247,2,28,0,0,0.0,0.01,1,0,3,3,0,0
248,2,20,0,0,0.04,0.0,1,0,1,2,0,0
249,2,69,0,0,1.48,0.0,2,0,3,6,1,0
250,2,90,0,0,0.0,0.0,3,0,0,11,1,3
253,2,90,0,0,0.0,0.04,1,0,8,4,1,0
254,2,90,0,0,0.0,0.02,2,0,3,10,1,0
257,2,90,0,0,0.0,0.01,2,0,7,13,1,0
258,2,67,0,0,0.0,0.0,6,1,2,18,1,0
259,2,90,0,0,0.0,0.0,2,0,12,7,1,0
260,2,45,0,0,0.01,0.04,1,0,6,7,0,0
261,2,90,0,0,0.01,0.4,2,0,4,20,1,0
262,2,14,0,0,0.06,0.02,1,0,1,5,0,0
263,2,7,0,0,0.0,0.04,1,0,0,2,0,0
264,2,67,0,0,0.0,0.01,3,1,5,8,1,0
265,2,82,0,0,0.0,0.2,2,0,2,14,1,0
267,2,72,0,0,0.02,0.02,1,0,11,11,1,0
268,2,90,0,0,0.47,0.03,2,0,4,8,1,0
269,2,22,0,0,0.02,0.12,1,0,1,3,0,0
277,2,90,0,0,0.0,0.0,9,1,13,25,1,0
279,2,90,0,0,0.0,0.0,6,1,7,24,1,0
280,2,45,0,0,0.0,0.0,0,0,4,2,1,0
281,2,45,0,0,0.0,0.0,1,0,3,4,0,0
282,2,90,0,0,0.0,0.07,6,1,2,21,1,0
286,2,82,0,1,0.12,0.02,6,1,10,23,1,0
287,2,31,1,0,0.58,0.0,6,0,1,24,0,0
290,2,90,0,0,0.0,0.01,2,1,10,6,1,0
295,2,90,0,0,0.0,0.01,1,1,4,7,1,0
304,2,90,0,0,0.07,0.01,0,0,1,-14,1,0
305,2,90,1,0,0.54,0.12,6,0,4,1,1,0
306,2,90,0,0,0.0,0.01,-1,0,10,-13,1,0
308,2,17,0,0,0.0,0.0,1,0,3,-1,0,0
309,2,61,0,0,0.0,0.02,2,0,9,6,1,0
315,2,82,0,1,0.0,0.22,4,0,4,25,1,0
316,2,45,0,0,0.0,0.0,1,0,1,7,1,0
320,2,45,1,0,0.97,0.0,5,0,0,30,0,0
323,2,7,0,0,0.0,0.0,1,0,1,3,0,0
327,2,45,0,0,0.0,0.0,1,0,5,0,1,0
329,2,33,0,0,0.0,0.0,1,0,4,4,1,0
330,2,67,0,0,0.0,0.01,2,0,7,9,1,0
332,2,90,0,0,0.03,0.01,2,0,8,12,1,0
334,2,90,0,0,0.0,0.01,4,0,19,17,1,0
335,2,90,0,0,0.07,0.01,4,0,16,13,1,0
336,2,68,0,0,0.08,0.01,2,0,2,11,1,0
337,2,45,0,0,0.0,0.01,1,0,3,6,1,0
338,2,90,0,0,0.01,0.09,2,0,10,12,1,0
343,2,22,0,0,0.24,0.01,1,0,2,2,0,0
345,2,45,0,0,0.0,0.01,1,0,11,6,0,0
346,2,90,1,0,0.92,0.02,8,0,4,31,1,0
347,2,21,0,1,0.1,0.0,4,0,1,18,0,0
350,2,90,0,0,0.0,0.0,0,0,0,-5,1,1
356,2,90,0,0,0.0,0.03,1,0,7,5,1,0
357,2,70,0,0,0.0,0.02,1,0,6,9,1,0
358,2,70,0,0,0.0,0.01,1,0,8,9,1,0
362,2,76,0,0,0.0,0.05,3,0,11,13,1,0
364,2,19,0,0,0.04,0.01,1,0,0,4,0,0
366,2,90,0,1,0.23,0.2,4,0,10,23,1,0
367,2,70,0,1,0.0,0.65,5,0,3,21,1,0
368,2,90,0,0,0.16,0.17,4,0,13,24,1,0
369,2,19,0,0,0.0,0.03,1,0,0,5,0,0
371,2,19,0,0,0.0,0.01,1,0,1,7,0,0
372,2,76,0,0,0.0,0.39,2,0,10,10,1,0
375,2,13,0,0,0.0,0.0,1,0,5,3,0,0
377,2,90,1,0,0.32,0.19,6,0,7,24,1,0
379,2,90,1,0,0.99,0.0,8,0,1,30,1,0
384,2,90,0,0,0.0,0.0,0,0,0,5,1,1
385,2,90,0,0,0.0,0.0,3,0,0,20,1,4
387,2,88,0,0,0.02,0.02,2,0,1,11,1,0
388,2,90,0,0,0.0,0.04,2,0,5,12,1,0
390,2,90,0,0,0.09,0.57,2,0,6,19,1,0
391,2,74,0,1,0.0,0.04,5,0,2,18,1,0
393,2,88,0,0,0.0,0.02,2,0,7,17,1,0
396,2,1,0,0,0.0,0.0,1,0,0,3,0,0
397,2,90,0,1,0.06,0.57,5,0,3,33,1,0
398,2,90,0,2,0.87,0.45,9,0,7,38,1,0
399,2,81,2,0,0.35,0.55,14,0,3,60,1,0
401,2,90,0,0,0.17,0.07,2,0,4,14,1,0
405,2,70,0,0,0.0,0.2,2,1,4,9,1,0
406,2,15,0,0,0.0,0.01,1,0,0,9,0,0
411,2,90,2,0,0.66,0.0,13,0,5,60,1,0
412,2,90,0,0,0.0,0.0,2,0,0,11,1,3
415,2,10,0,0,0.18,0.01,1,0,2,4,0,0
417,2,73,0,0,0.15,0.12,2,0,4,12,1,0
418,2,90,0,1,0.03,0.01,4,0,5,13,1,0
419,2,90,0,0,0.03,0.06,1,0,0,2,1,0
420,2,16,0,0,0.0,0.01,1,0,2,-2,0,0
422,2,17,0,0,0.0,0.0,1,0,0,-1,0,0
423,2,72,0,0,0.0,0.02,2,0,8,12,1,0
426,2,90,3,1,2.02,0.48,23,0,8,87,1,0
427,2,90,1,1,1.76,0.21,11,0,5,37,1,0
428,2,79,0,2,0.11,0.15,9,0,2,31,1,0
429,2,79,0,0,0.26,0.05,2,0,6,17,1,0
432,2,79,0,0,0.14,0.27,4,0,15,25,1,0
439,2,10,0,0,0.0,0.01,1,0,3,5,0,0
445,2,90,0,0,0.0,0.02,6,1,3,25,1,0
447,2,90,0,0,0.01,0.0,5,1,5,22,1,0
449,2,90,0,0,0.03,0.31,11,1,13,52,1,0
452,2,19,0,0,0.0,0.01,1,0,3,4,0,0
453,2,90,0,0,0.04,0.01,3,1,4,9,1,0
454,2,81,1,0,0.2,0.1,8,1,3,32,1,0
455,2,74,0,0,0.05,0.02,2,0,4,16,1,0
456,2,8,0,0,0.0,0.13,1,0,1,3,0,0
457,2,8,0,0,0.0,0.2,1,0,3,3,0,0
459,2,90,0,0,0.0,0.04,3,1,9,16,1,0
460,2,70,0,0,0.07,0.02,3,1,2,0,1,0
461,2,1,0,0,0.0,0.0,1,0,0,3,0,0
462,2,19,0,0,0.0,0.0,1,0,3,4,0,0
463,2,19,0,1,0.02,0.01,4,0,0,18,0,0
464,2,81,1,0,0.35,0.0,8,1,6,37,1,0
467,2,90,0,0,0.0,0.01,1,0,0,6,1,2
469,2,90,0,1,0.12,0.15,6,0,12,16,1,0
471,2,90,0,0,0.0,0.0,3,0,13,3,1,0
472,2,90,0,0,0.18,0.0,1,0,6,2,1,0
473,2,85,0,0,0.0,0.35,0,0,5,2,1,0
474,2,90,0,0,0.0,0.0,1,0,8,6,1,0
478,2,4,0,0,0.0,0.0,1,0,1,5,0,0
480,2,90,1,1,0.79,0.04,13,0,5,36,1,0
481,2,81,0,0,0.07,0.22,3,0,14,25,1,0
482,2,1,0,0,0.0,0.0,1,0,0,2,0,0
483,2,65,1,0,0.35,0.63,9,0,9,30,1,0
486,2,90,0,0,0.0,0.16,2,0,8,16,1,0
487,2,1,0,0,0.0,0.0,1,0,0,3,0,0
491,2,90,0,0,0.74,0.04,1,0,5,4,1,0
492,2,90,0,0,0.93,0.03,2,0,3,6,1,0
496,2,90,0,0,0.0,0.0,1,0,0,4,1,0
499,2,90,0,0,0.33,0.1,1,0,4,1,1,0
502,2,67,0,0,0.06,0.02,2,0,3,7,1,0
503,2,90,0,0,0.0,0.02,0,0,8,5,1,0
504,2,90,0,0,0.03,0.02,0,0,8,-2,1,0
506,2,22,0,0,0.0,0.19,1,0,1,2,0,0
512,2,22,0,0,0.04,0.01,1,0,2,4,0,0
514,2,67,0,0,0.14,0.03,2,0,3,10,1,0
516,2,90,0,0,0.0,0.02,2,0,11,17,1,0
522,2,67,0,0,0.0,0.0,2,0,6,9,1,0
523,2,22,0,0,0.02,0.0,1,0,1,1,0,0
525,2,90,0,0,0.01,0.17,2,0,8,18,1,0
526,2,15,0,0,0.2,0.0,1,0,0,6,0,0
529,2,90,0,0,0.0,0.0,6,1,0,22,1,0
532,2,90,0,0,0.03,0.0,8,1,10,27,1,0
533,2,90,0,0,0.0,0.01,9,1,19,28,1,0
534,2,90,0,0,0.0,0.01,6,1,6,24,1,0
536,2,90,0,0,0.0,0.01,6,1,7,26,1,0
541,2,90,0,0,0.02,0.05,6,1,8,27,1,0
542,2,89,0,0,0.37,0.17,3,1,6,13,1,0
543,2,18,0,1,0.0,0.16,4,0,0,15,0,0
544,2,90,0,0,0.0,0.36,6,1,7,29,1,0
545,2,90,0,0,0.02,0.02,3,1,11,21,1,0
547,2,1,0,0,0.17,0.0,1,0,1,2,0,0
548,2,7,0,0,0.0,0.0,1,0,0,3,0,0
551,2,64,0,0,0.0,0.04,3,1,5,13,1,0
552,2,63,0,0,0.03,0.0,2,1,4,5,1,0
553,2,26,1,0,1.39,0.0,8,0,0,29,0,0
557,2,45,0,0,0.0,0.01,0,0,3,1,1,0
558,2,90,0,0,0.05,0.0,4,0,15,15,1,0
562,2,72,0,0,0.06,0.01,2,0,5,10,1,0
563,2,45,0,0,0.0,0.0,1,0,3,6,1,0
564,2,90,0,0,0.0,0.01,2,0,0,9,1,6
565,2,90,0,0,0.21,0.03,4,0,14,16,1,0
566,2,90,0,0,0.25,0.03,4,0,10,11,1,0
567,2,90,0,0,0.0,0.0,7,1,0,32,1,4
