gw,team,name,mins,rating,sot,shots,bcc,bcm,kp,xg,xa,g,a,tkl,intc,clr,saves,gprev,penWon,player,fpl_id,fpl_mins,fG,fA,fxg,fxa,Pts,CS,dc,bps,fpl_saves,team_xga,xgot,starts
1,Newcastle,Jacob Murphy,14,6.1,0,0,0,0,0,0.0,4.064e-05,0,0,0,0,1,0,0.0,0,Jacob Murphy,457,14,0,0,0.0,0.0,0,0,2,-1,0,2.98,0.0,0
1,Newcastle,Jacob Ramsey,34,6.4,0,1,0,0,0,0.0596,0.0075849,0,0,2,1,1,0,0.0,0,Jacob Ramsey,456,34,0,0,0.06,0.01,0,0,6,1,0,2.98,0.0,0
1,Newcastle,Joe Willock,34,7.7,1,1,1,0,1,0.088,0.172241,1,0,2,0,0,0,0.0,0,Joe Willock,460,34,1,0,0.09,0.17,6,0,3,28,0,2.98,0.7942,0
1,Newcastle,Lewis Hall,90,6.9,0,0,1,0,1,0.0,0.349853,0,0,5,2,3,0,0.0,0,Lewis Hall,449,90,0,0,0.0,0.35,3,0,11,8,0,2.98,0.0,1
1,Newcastle,Lewis Miley,76,7.2,0,1,0,0,2,0.053,0.008505,0,0,1,1,4,0,0.0,0,Lewis Miley,459,75,0,0,0.05,0.01,3,0,13,13,0,2.98,0.0,1
1,Newcastle,Lukáš Horníček,90,7.9,0,0,0,0,0,0.0,0.00359957,0,0,0,0,3,5,0.9684,0,Lukáš Horníček,567,90,0,0,0.0,0.0,1,0,0,12,5,2.98,0.0,1
1,Newcastle,Malick Thiaw,90,6.4,0,0,0,0,0,0.0,0.00098898,0,0,0,0,9,0,0.0,0,Malick Thiaw,445,90,0,0,0.0,0.0,3,0,15,0,0,2.98,0.0,1
1,Newcastle,Sean Steur,56,6.4,0,0,0,0,0,0.0,0.00043417,0,0,0,0,0,0,0.0,0,Sean Steur,462,55,0,0,0.0,0.0,1,0,2,3,0,2.98,0.0,1
1,Newcastle,Sven Botman,90,6.7,0,0,0,0,0,0.0,0.0148252,0,0,0,0,6,0,0.0,0,Sven Botman,447,90,0,0,0.0,0.01,3,0,10,4,0,2.98,0.0,1
1,Newcastle,William Osula,56,6.7,0,2,1,0,1,0.0587,0.138781,0,1,1,0,0,0,0.0,0,William Osula,465,55,0,1,0.06,0.14,4,0,5,18,0,2.98,0.0,1
1,Newcastle,Yoane Wissa,89,6.8,1,4,0,2,1,0.9951,0.015856,0,1,4,0,1,0,0.0,0,Yoane Wissa,464,90,0,1,1.0,0.02,4,0,8,7,0,2.98,0.3594,1
1,Nott'm Forest,Arnaud Kalimuendo,1,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,Arnaud Kalimuendo,493,1,0,0,0.0,0.0,1,0,0,3,0,0.47,0.0,0
1,Nott'm Forest,Chris Wood,28,6.5,0,1,0,0,0,0.1196,0.00828215,0,0,0,0,0,0,0.0,0,Chris Wood,490,28,0,0,0.12,0.01,1,0,1,3,0,0.47,0.0,0
1,Nott'm Forest,Dan Ndoye,62,6.5,0,0,0,0,0,0.0,0.00244173,0,0,1,0,1,0,0.0,0,Dan Ndoye,483,61,0,0,0.0,0.0,3,1,3,5,0,0.47,0.0,1
1,Nott'm Forest,Ibrahim Sangaré,90,6.8,0,1,0,0,1,0.026,0.00839014,0,0,0,0,0,0,0.0,0,Ibrahim Sangaré,488,90,0,0,0.03,0.01,2,0,6,10,0,0.47,0.0,1
1,Nott'm Forest,Igor Jesus,90,6.9,1,3,0,0,0,0.2227,0.0186329,0,0,0,0,2,0,0.0,0,Igor Jesus,491,90,0,0,0.22,0.02,2,0,3,8,0,0.47,0.2162,1
1,Nott'm Forest,Jair,90,6.5,0,0,0,0,0,0.0,0.00488231,0,0,1,1,4,0,0.0,0,Jair,474,90,0,0,0.0,0.0,1,0,8,5,0,0.47,0.0,1
1,Nott'm Forest,James McAtee,74,7.3,0,0,0,0,3,0.0,0.156023,0,0,1,0,2,0,0.0,0,James McAtee,486,73,0,0,0.0,0.16,3,1,8,18,0,0.47,0.0,1
1,Nott'm Forest,Luca Netz,16,6.2,0,0,0,0,0,0.0,0.00491669,0,0,0,0,0,0,0.0,0,Luca Netz,478,16,0,0,0.0,0.0,1,0,0,-2,0,0.47,0.0,0
1,Nott'm Forest,Matz Sels,90,6.5,0,0,0,0,0,0.0,0.00021681,0,0,0,0,0,2,-0.4672,0,Matz Sels,467,90,0,0,0.0,0.0,2,0,0,11,2,0.47,0.0,1
1,Nott'm Forest,Morgan Gibbs-White,90,7.0,0,3,0,0,0,0.1327,0.0578343,0,0,0,1,0,0,0.0,0,Morgan Gibbs-White,480,90,0,0,0.13,0.06,2,0,3,10,0,0.47,0.0,1
1,Nott'm Forest,Murillo,89,7.1,0,0,0,0,2,0.0,0.276174,0,0,2,0,11,0,0.0,0,Murillo,472,90,0,0,0.0,0.28,4,0,14,15,0,0.47,0.0,1
1,Nott'm Forest,Neco Williams,90,6.6,0,0,0,0,0,0.0,0.0233299,0,0,3,0,3,0,0.0,0,Neco Williams,469,90,0,0,0.0,0.02,2,0,6,13,0,0.47,0.0,1
1,Nott'm Forest,Nikola Milenković,90,6.5,0,2,0,0,0,0.1124,0.0237359,0,0,0,0,7,0,0.0,0,Nikola Milenković,471,90,0,0,0.11,0.02,2,0,7,4,0,0.47,0.0,1
1,Nott'm Forest,Ola Aina,74,6.9,1,2,0,0,3,0.0428,0.170146,0,0,0,0,2,0,0.0,0,Ola Aina,473,73,0,0,0.04,0.17,5,1,2,24,0,0.47,0.1115,1
1,Nott'm Forest,Xaver Schlager,16,6.4,0,0,0,0,0,0.0,0.00248191,0,0,0,0,0,0,0.0,0,Xaver Schlager,558,16,0,0,0.0,0.0,1,0,1,3,0,0.47,0.0,0
1,Spurs,Andy Robertson,90,7.2,0,0,1,0,1,0.0,0.0591071,0,0,2,2,5,0,0.0,0,Andy Robertson,502,90,0,0,0.0,0.06,3,0,11,13,0,3.87,0.0,1
1,Spurs,Antonín Kinský,90,6.8,0,0,0,0,0,0.0,0.00175594,0,0,0,0,4,5,0.1213,0,Antonín Kinský,496,90,0,0,0.0,0.0,2,0,0,15,5,3.87,0.0,1
1,Spurs,Archie Gray,86,6.1,0,0,0,0,0,0.0,0.0123684,0,0,1,1,1,0,0.0,0,Archie Gray,522,85,0,0,0.0,0.01,2,0,5,15,0,3.87,0.0,1
1,Spurs,Conor Gallagher,45,6.3,0,1,0,0,0,0.017,0.0586531,0,0,1,0,0,0,0.0,0,Conor Gallagher,519,45,0,0,0.02,0.06,0,0,3,1,0,3.87,0.0,1
1,Spurs,Destiny Udogie,9,6.7,0,0,0,0,0,0.0,0.0224854,0,0,0,0,0,0,0.0,0,Destiny Udogie,506,4,0,0,0.0,0.02,1,0,0,3,0,3.87,0.0,0
1,Spurs,Dominic Solanke,22,6.4,0,1,0,0,0,0.0711,0.0,0,0,0,0,0,0,0.0,0,Dominic Solanke,526,22,0,0,0.07,0.0,1,0,0,3,0,3.87,0.0,0
1,Spurs,James Maddison,22,6.3,0,0,0,0,0,0.0,0.0141689,0,0,0,0,1,0,0.0,0,James Maddison,515,22,0,0,0.0,0.01,1,0,2,6,0,3.87,0.0,0
1,Spurs,Jan Paul van Hecke,90,7.1,0,0,0,0,0,0.0,0.0347985,0,0,2,0,5,0,0.0,0,Jan Paul van Hecke,112,90,0,0,0.0,0.03,1,0,9,3,0,3.87,0.0,1
1,Spurs,Lucas Bergvall,45,5.7,0,0,0,0,0,0.0,0.0122464,0,0,1,0,0,0,0.0,0,Lucas Bergvall,520,45,0,0,0.0,0.01,1,0,8,2,0,3.87,0.0,1
1,Spurs,Marcos Senesi,90,7.6,0,0,0,0,0,0.0,0.0198873,0,0,5,1,8,0,0.0,0,Marcos Senesi,498,90,0,0,0.0,0.02,3,0,16,10,0,3.87,0.0,1
1,Spurs,Mateus Fernandes,45,6.5,0,0,1,0,2,0.0,0.0556655,0,0,1,0,0,0,0.0,0,Mateus Fernandes,525,45,0,0,0.0,0.06,1,0,2,16,0,3.87,0.0,0
1,Spurs,Mathys Tel,90,6.3,0,2,0,0,2,0.0591,0.0649306,0,0,0,0,1,0,0.0,0,Mathys Tel,514,90,0,0,0.06,0.06,2,0,8,17,0,3.87,0.0,1
1,Spurs,Mikey Moore,68,6.3,3,3,0,2,1,0.3813,0.0151401,0,0,1,0,0,0,0.0,0,Mikey Moore,523,67,0,0,0.38,0.02,2,0,2,10,0,3.87,0.44,1
1,Spurs,Richarlison,68,6.1,0,0,0,0,0,0.0,0.00381117,0,0,0,0,1,0,0.0,0,Richarlison,527,67,0,0,0.0,0.0,2,0,1,6,0,3.87,0.0,1
1,Spurs,Rodrigo Bentancur,45,5.9,0,0,0,0,1,0.0,0.0123679,0,0,3,0,0,0,0.0,0,Rodrigo Bentancur,516,45,0,0,0.0,0.01,1,0,5,8,0,3.87,0.0,0
1,Spurs,Sandro Tonali,90,6.5,1,2,0,0,0,0.0391,0.0599567,0,0,1,0,0,0,0.0,0,Sandro Tonali,455,90,0,0,0.04,0.06,2,0,4,14,0,3.87,0.1677,1
1,Sunderland,Brian Brobbey,67,6.1,1,2,0,1,0,0.2977,0.00162403,0,0,0,0,0,0,0.0,0,Brian Brobbey,552,66,0,0,0.3,0.0,2,0,0,1,0,1.8,0.0,1
1,Sunderland,Chemsdine Talbi,31,6.3,0,0,0,0,0,0.0,0.00098815,0,0,0,0,0,0,0.0,0,Chemsdine Talbi,549,31,0,0,0.0,0.0,1,0,2,1,0,1.8,0.0,0
1,Sunderland,Chris Rigg,10,6.4,0,0,0,0,0,0.0,0.00110859,0,0,0,0,0,0,0.0,0,Chris Rigg,548,10,0,0,0.0,0.0,1,0,1,3,0,1.8,0.0,0
1,Sunderland,Daniel Ballard,90,6.1,0,0,0,0,0,0.0,0.00536401,0,0,2,0,7,0,0.0,0,Daniel Ballard,532,90,0,0,0.0,0.01,0,0,9,4,0,1.8,0.0,1
1,Sunderland,Enzo Le Fée,80,6.3,0,0,0,0,0,0.0,0.0292133,0,0,1,0,0,0,0.0,0,Enzo Le Fée,542,79,0,0,0.0,0.03,2,0,2,13,0,1.8,0.0,1
1,Sunderland,Granit Xhaka,90,7.6,0,0,0,0,2,0.0,0.0912594,0,0,3,2,0,0,0.0,0,Granit Xhaka,544,90,0,1,0.0,0.09,9,0,13,31,0,1.8,0.0,1
1,Sunderland,Habib Diarra,10,6.5,0,1,0,0,0,0.0263,0.0012111,0,0,0,0,0,0,0.0,0,Habib Diarra,543,10,0,0,0.03,0.0,1,0,0,3,0,1.8,0.0,0
1,Sunderland,Luke O'Nien,67,6.2,0,1,0,0,0,0.0113,0.00662102,0,0,1,0,3,0,0.0,0,Luke O'Nien,539,66,0,0,0.01,0.01,1,0,5,1,0,1.8,0.0,1
1,Sunderland,Nilson Angulo,59,7.1,1,2,0,0,0,0.1546,0.00939567,1,0,1,1,0,0,0.0,0,Nilson Angulo,551,58,1,0,0.15,0.01,5,0,7,23,0,1.8,0.265,1
1,Sunderland,Noah Sadiki,90,6.8,1,1,0,1,2,0.0571,0.026073,0,0,0,0,0,0,0.0,0,Noah Sadiki,545,90,0,0,0.06,0.03,2,0,2,18,0,1.8,0.0454,1
1,Sunderland,Omar Alderete,23,6.1,0,0,0,0,0,0.0,0.00784941,0,0,0,0,0,0,0.0,0,Omar Alderete,535,23,0,0,0.0,0.01,1,0,0,2,0,1.8,0.0,0
1,Sunderland,Reinildo Mandava,90,6.6,0,0,0,0,2,0.0,0.28935,0,0,3,3,2,0,0.0,0,Reinildo Mandava,536,90,0,0,0.0,0.29,1,0,8,9,0,1.8,0.0,1
1,Sunderland,Robin Roefs,90,6.4,0,0,0,0,0,0.0,0.0015082,0,0,0,0,1,1,-0.3712,0,Robin Roefs,529,90,0,0,0.0,0.0,1,0,0,7,1,1.8,0.0,1
1,Sunderland,Thomas Meunier,90,6.6,1,2,0,0,0,0.0807,0.0836696,0,0,2,2,0,0,0.0,0,Thomas Meunier,541,90,0,0,0.08,0.08,1,0,4,5,0,1.8,0.0358,1
1,Sunderland,Trai Hume,80,6.5,0,2,2,0,3,0.0366,0.266953,0,0,3,1,0,0,0.0,0,Trai Hume,534,79,0,0,0.04,0.27,2,0,4,14,0,1.8,0.0,1
1,Sunderland,Wilson Isidor,23,6.2,0,0,0,0,0,0.0,0.00035201,0,0,0,0,0,0,0.0,0,Wilson Isidor,553,23,0,0,0.0,0.0,1,0,0,3,0,1.8,0.0,0
2,Arsenal,Ben White,90,7.1,0,0,0,0,1,0.0,0.0507905,0,0,1,1,2,0,0.0,0,Ben White,10,90,0,0,0.0,0.05,7,1,4,26,0,0.33,0.0,1
2,Arsenal,Bruno Guimarães,19,6.5,0,0,0,0,0,0.0,0.0134046,0,0,0,0,0,0,0.0,0,Bruno Guimarães,452,19,0,0,0.0,0.01,1,0,3,4,0,0.33,0.0,0
2,Arsenal,Bukayo Saka,90,7.8,1,2,0,0,0,0.627,0.0375573,1,0,2,2,1,0,0.0,0,Bukayo Saka,12,90,1,0,0.63,0.04,11,1,11,46,0,0.33,0.7689,1
2,Arsenal,Christos Tzolis,45,6.1,0,0,0,0,1,0.0,0.0120226,0,0,0,0,1,0,0.0,0,Christos Tzolis,557,45,0,0,0.0,0.01,0,0,3,1,0,0.33,0.0,1
2,Arsenal,Cristhian Mosquera,79,6.8,0,0,0,0,0,0.0,0.0106533,0,0,0,1,3,0,0.0,0,Cristhian Mosquera,11,78,0,0,0.0,0.01,6,1,4,25,0,0.33,0.0,1
2,Arsenal,David Raya,90,6.8,0,0,0,0,0,0.0,0.00481721,0,0,0,0,1,0,0.0,0,David Raya,1,90,0,0,0.0,0.0,6,1,0,21,0,0.33,0.0,1
2,Arsenal,Declan Rice,85,7.3,0,0,0,0,2,0.0,0.0968783,0,0,3,1,0,0,0.0,0,Declan Rice,13,84,0,0,0.0,0.1,5,1,12,19,0,0.33,0.0,1
2,Arsenal,Eberechi Eze,45,6.5,0,0,0,0,1,0.0,0.0675977,0,0,0,0,0,0,0.0,0,Eberechi Eze,14,45,0,0,0.0,0.07,1,0,3,6,0,0.33,0.0,0
2,Arsenal,Ezri Konsa,11,6.7,0,0,0,0,0,0.0,0.00027362,0,0,0,0,1,0,0.0,0,Ezri Konsa,31,11,0,0,0.0,0.0,1,0,1,3,0,0.33,0.0,0
2,Arsenal,Gabriel Magalhães,90,7.2,0,1,0,1,0,0.1266,0.0197557,0,0,2,2,6,0,0.0,0,Gabriel Magalhães,4,90,0,0,0.13,0.02,8,1,10,23,0,0.33,0.0,1
2,Arsenal,Kai Havertz,90,6.1,1,1,0,0,0,0.0249,0.0319684,0,0,0,0,0,0,0.0,0,Kai Havertz,26,90,0,0,0.02,0.03,2,1,5,5,0,0.33,0.0265,1
2,Arsenal,Martin Ødegaard,71,6.9,0,1,0,0,0,0.0781,0.0724474,0,0,2,0,2,0,0.0,0,Martin Ødegaard,15,70,0,0,0.08,0.07,3,1,5,13,0,0.33,0.0,1
2,Arsenal,Martín Zubimendi,15,6.7,0,0,0,0,0,0.0,0.00254869,0,0,2,0,0,0,0.0,0,Martín Zubimendi,19,5,0,0,0.0,0.0,1,0,2,5,0,0.33,0.0,0
2,Arsenal,Mikel Merino,19,7.1,0,0,0,0,0,0.0,0.00406518,0,0,0,0,0,0,0.0,0,Mikel Merino,17,19,0,0,0.0,0.0,1,0,4,7,0,0.33,0.0,0
2,Arsenal,Myles Lewis-Skelly,71,7.3,0,1,0,0,0,0.0734,0.0181577,0,0,0,1,2,0,0.0,0,Myles Lewis-Skelly,7,70,0,0,0.07,0.02,3,1,5,15,0,0.33,0.0,1
2,Arsenal,Riccardo Calafiori,90,7.9,0,1,1,0,1,0.1059,0.459327,0,1,1,1,1,0,0.0,0,Riccardo Calafiori,8,90,0,1,0.11,0.46,11,1,3,30,0,0.33,0.0,1
2,Aston Villa,Aaron Wan-Bissaka,12,6.8,0,0,0,0,0,0.0,0.00296502,0,0,2,0,0,0,0.0,0,Aaron Wan-Bissaka,611,12,0,0,0.0,0.0,1,0,2,4,0,1.04,0.0,0
2,Aston Villa,Alejandro Garnacho,12,6.5,0,0,0,0,0,0.0,0.00397287,0,0,0,0,0,0,0.0,0,Alejandro Garnacho,160,12,0,0,0.0,0.0,1,0,2,3,0,1.04,0.0,0
2,Aston Villa,Alysson,19,6.6,0,0,0,0,0,0.0,0.00446425,0,0,1,0,0,0,0.0,0,Alysson,52,19,0,0,0.0,0.0,0,0,2,2,0,1.04,0.0,0
2,Aston Villa,Boubacar Kamara,90,6.8,0,0,0,0,1,0.0,0.0314419,0,0,1,0,3,0,0.0,0,Boubacar Kamara,47,90,0,0,0.0,0.03,2,0,8,13,0,1.04,0.0,1
2,Aston Villa,Emiliano Buendía,90,6.5,0,1,0,0,1,0.0369,0.0208643,0,0,1,0,0,0,0.0,0,Emiliano Buendía,41,90,0,0,0.04,0.02,2,0,5,9,0,1.04,0.0,1
2,Aston Villa,George Hemmings,71,6.2,0,0,0,0,0,0.0,0.0114776,0,0,2,0,0,0,0.0,0,George Hemmings,51,70,0,0,0.0,0.01,2,0,6,5,0,1.04,0.0,1
2,Aston Villa,Ian Maatsen,90,5.7,0,2,0,0,0,0.0725,0.00082956,0,0,3,2,3,0,0.0,0,Ian Maatsen,36,90,0,0,0.07,0.0,1,0,8,-5,0,1.04,0.0,1
2,Aston Villa,John McGinn,90,6.0,0,2,0,0,1,0.0468,0.0467068,0,0,1,1,0,0,0.0,0,John McGinn,45,90,0,0,0.05,0.05,1,0,4,2,0,1.04,0.0,1
2,Aston Villa,Matty Cash,78,7.0,0,1,0,0,0,0.1468,0.00899867,0,0,4,0,1,0,0.0,0,Matty Cash,32,77,0,0,0.15,0.01,2,0,6,8,0,1.04,0.0,1
2,Aston Villa,Nicolas Jackson,71,7.0,0,0,0,0,0,0.0,0.0989972,0,0,0,0,0,0,0.0,0,Nicolas Jackson,166,70,0,0,0.0,0.1,2,0,3,11,0,1.04,0.0,1
2,Aston Villa,Pau Torres,90,6.5,0,0,0,0,0,0.0,0.00517543,0,0,1,0,3,0,0.0,0,Pau Torres,34,90,0,0,0.0,0.01,2,0,4,6,0,1.04,0.0,1
2,Aston Villa,Ross Barkley,78,7.2,0,1,0,0,2,0.0311,0.0215004,0,0,3,0,1,0,0.0,0,Ross Barkley,46,77,0,0,0.03,0.02,2,0,10,23,0,1.04,0.0,1
2,Aston Villa,Tammy Abraham,19,6.5,0,0,0,0,0,0.0,0.00133489,0,0,0,0,0,0,0.0,0,Tammy Abraham,56,19,0,0,0.0,0.0,1,0,0,3,0,1.04,0.0,0
2,Aston Villa,Victor Lindelöf,90,6.9,0,0,0,0,0,0.0,0.0795308,0,0,1,0,6,0,0.0,0,Victor Lindelöf,37,90,0,0,0.0,0.08,2,0,7,10,0,1.04,0.0,1
2,Aston Villa,Zion Suzuki,90,6.5,0,0,0,0,0,0.0,0.00097219,0,0,0,0,2,1,-0.2047,0,Zion Suzuki,597,90,0,0,0.0,0.0,2,0,0,8,1,1.04,0.0,1
2,Bournemouth,Adam Smith,90,6.5,0,0,0,0,1,0.0,0.0237647,0,0,2,1,3,0,0.0,0,Adam Smith,64,90,0,0,0.0,0.02,1,0,6,5,0,1.84,0.0,1
2,Bournemouth,Adrien Truffert,90,7.8,0,0,0,0,2,0.0,0.0697355,0,0,2,2,4,0,0.0,0,Adrien Truffert,61,90,0,0,0.0,0.07,4,0,9,27,0,1.84,0.0,1
2,Bournemouth,Alex Scott,87,8.5,1,2,0,0,2,0.2555,0.271566,1,0,3,1,2,0,0.0,0,Alex Scott,69,86,1,0,0.26,0.27,12,1,15,39,0,1.84,0.8446,1
2,Bournemouth,António Silva,90,7.5,0,1,0,0,0,0.2491,0.0306029,0,0,2,2,6,0,0.0,0,António Silva,566,90,0,0,0.25,0.03,4,0,10,11,0,1.84,0.0,1
2,Bournemouth,David Brooks,9,6.5,0,0,0,0,0,0.0,0.0105016,0,0,0,0,0,0,0.0,0,David Brooks,74,9,0,0,0.0,0.01,1,0,0,3,0,1.84,0.0,0
2,Bournemouth,Evanilson,81,7.0,0,3,1,3,2,0.5804,0.0387788,0,1,0,1,0,0,0.0,0,Evanilson,79,80,0,1,0.58,0.04,5,1,3,11,0,1.84,0.0,1
2,Bournemouth,James Hill,90,7.9,0,0,2,0,2,0.0,0.736689,0,0,3,2,7,0,0.0,0,James Hill,60,90,0,0,0.0,0.74,4,0,12,19,0,1.84,0.0,1
2,Bournemouth,Justin Kluivert,81,6.2,2,4,0,1,2,0.6105,0.0517309,0,0,0,0,0,0,0.0,0,Justin Kluivert,70,80,0,0,0.61,0.05,3,1,5,12,0,1.84,0.6803,1
2,Bournemouth,Lewis Cook,69,7.0,0,0,0,0,1,0.0,0.0115614,0,0,0,0,0,0,0.0,0,Lewis Cook,71,68,0,0,0.0,0.01,3,1,2,13,0,1.84,0.0,1
2,Bournemouth,Marcus Tavernier,90,7.6,0,2,1,0,2,0.0887,0.209133,0,0,4,0,1,0,0.0,0,Marcus Tavernier,68,90,0,0,0.09,0.21,1,0,11,20,0,1.84,0.0,1
2,Bournemouth,Rayan,90,6.1,2,5,0,2,0,0.3961,0.0221165,0,0,1,0,1,0,0.0,0,Rayan,67,90,0,0,0.4,0.02,2,0,5,4,0,1.84,0.3727,1
2,Bournemouth,Ryan Christie,8,6.6,0,0,0,0,0,0.0,0.00186288,0,0,1,0,0,0,0.0,0,Ryan Christie,75,3,0,0,0.0,0.0,1,0,2,5,0,1.84,0.0,0
2,Bournemouth,Tyler Adams,21,6.5,0,0,0,0,0,0.0,0.003682,0,0,0,0,0,0,0.0,0,Tyler Adams,73,21,0,0,0.0,0.0,1,0,3,4,0,1.84,0.0,0
2,Bournemouth,Álvaro Rodriguez,9,6.4,0,0,0,0,0,0.0,5.527e-05,0,0,0,0,0,0,0.0,0,Álvaro Rodriguez,81,9,0,0,0.0,0.0,1,0,1,4,0,1.84,0.0,0
2,Bournemouth,Đorđe Petrović,90,7.1,0,0,0,0,0,0.0,0.00035891,0,0,0,0,3,5,0.4062,0,Đorđe Petrović,57,90,0,0,0.0,0.0,3,0,0,20,5,1.84,0.0,1
2,Brentford,Aaron Hickey,2,0.0,0,0,0,0,0,0.0,0.0195517,0,0,1,0,0,0,0.0,0,Aaron Hickey,90,2,0,0,0.0,0.02,1,0,1,6,0,1.46,0.0,0
2,Brentford,Callum Wilson,2,0.0,0,1,0,0,0,0.038,0.00081807,0,0,0,0,0,0,0.0,0,Callum Wilson,108,2,0,0,0.04,0.0,1,0,1,3,0,1.46,0.0,0
2,Brentford,Caoimhin Kelleher,90,6.9,0,0,0,0,0,0.0,0.00094256,0,0,0,0,2,1,0.1697,0,Caoimhin Kelleher,82,90,0,0,0.0,0.0,2,0,0,7,1,1.46,0.0,1
2,Brentford,Dango Ouattara,29,7.4,0,1,1,0,1,0.0195,0.0840649,0,0,1,0,3,0,0.0,0,Dango Ouattara,95,29,0,0,0.02,0.08,1,0,7,16,0,1.46,0.0,0
2,Brentford,Igor Thiago,90,6.3,2,5,0,2,0,0.8039,0.013602,0,0,1,0,0,0,0.0,0,Igor Thiago,106,90,0,0,0.8,0.01,2,0,4,2,0,1.46,0.1073,1
2,Brentford,Jaidon Anthony,61,6.4,0,2,0,0,2,0.1149,0.0636135,0,0,0,0,0,0,0.0,0,Jaidon Anthony,105,60,0,0,0.11,0.06,2,1,1,4,0,1.46,0.0,1
2,Brentford,Keane Lewis-Potter,88,6.7,0,1,0,0,2,0.0154,0.127816,0,1,2,0,2,0,0.0,0,Keane Lewis-Potter,86,87,0,1,0.02,0.13,6,0,11,29,0,1.46,0.0,1
2,Brentford,Kevin Schade,88,7.2,1,3,0,0,1,0.2482,0.0178847,1,0,2,0,2,0,0.0,0,Kevin Schade,94,87,1,0,0.25,0.02,10,0,9,34,0,1.46,0.5963,1
2,Brentford,Kristoffer Ajer,90,6.8,0,0,0,0,2,0.0,0.00633801,0,0,0,0,15,0,0.0,0,Kristoffer Ajer,87,90,0,0,0.0,0.01,3,0,17,7,0,1.46,0.0,1
2,Brentford,Mamadou Sangare,90,6.6,0,3,0,0,2,0.214,0.0326347,0,0,4,3,1,0,0.0,0,Mamadou Sangare,565,90,0,0,0.21,0.03,4,0,14,16,0,1.46,0.0,1
2,Brentford,Michael Kayode,88,6.9,0,1,0,0,1,0.0247,0.207268,0,0,1,0,2,0,0.0,0,Michael Kayode,88,87,0,0,0.02,0.21,2,0,4,9,0,1.46,0.0,1
2,Brentford,Mikkel Damsgaard,69,7.2,1,2,0,0,2,0.0283,0.129835,0,0,2,1,1,0,0.0,0,Mikkel Damsgaard,96,68,0,0,0.03,0.13,3,1,9,20,0,1.46,0.0562,1
2,Brentford,Nathan Collins,90,6.5,1,3,0,0,0,0.1665,0.00551116,0,0,2,2,9,0,0.0,0,Nathan Collins,84,90,0,0,0.17,0.01,3,0,13,14,0,1.46,0.0527,1
2,Brentford,Rico Henry,2,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,Rico Henry,89,2,0,0,0.0,0.0,1,0,0,3,0,1.46,0.0,0
2,Brentford,Vitaly Janelt,90,6.9,0,0,0,0,2,0.0,0.135019,0,0,3,4,1,0,0.0,0,Vitaly Janelt,98,90,0,0,0.0,0.14,1,0,10,11,0,1.46,0.0,1
2,Brentford,Yehor Yarmoliuk,21,6.3,0,0,0,0,1,0.0,0.0092282,0,0,0,0,0,0,0.0,0,Yehor Yarmoliuk,102,21,0,0,0.0,0.01,1,0,0,4,0,1.46,0.0,0
2,Brighton,Bart Verbruggen,90,5.2,0,0,0,0,0,0.0,0.00032337,0,0,0,0,0,1,-1.3996,0,Bart Verbruggen,109,90,0,0,0.0,0.0,0,0,0,-1,1,2.93,0.0,1
2,Brighton,Charalampos Kostoulas,80,6.5,1,1,0,1,1,0.169,0.0201969,0,0,0,0,0,0,0.0,0,Charalampos Kostoulas,138,79,0,1,0.17,0.02,5,0,6,17,0,2.93,0.2435,1
2,Brighton,Costinha,10,6.5,0,0,0,0,0,0.0,0.00040569,0,0,0,0,0,0,0.0,0,Costinha,119,10,0,0,0.0,0.0,0,0,0,-1,0,2.93,0.0,0
2,Brighton,Diego Gómez,90,6.1,1,5,1,2,1,0.3792,0.167531,0,0,2,1,0,0,0.0,0,Diego Gómez,127,90,0,1,0.38,0.17,5,0,5,15,0,2.93,0.1298,1
2,Brighton,Ferdi Kadıoğlu,90,5.6,0,1,0,0,1,0.0226,0.0126256,0,0,0,0,0,0,0.0,0,Ferdi Kadıoğlu,113,90,0,0,0.02,0.01,0,0,0,-4,0,2.93,0.0,1
2,Brighton,Ibrahim Osman,16,6.6,0,0,0,0,0,0.0,0.00693575,0,0,1,0,0,0,0.0,0,Ibrahim Osman,600,16,0,0,0.0,0.01,1,0,1,6,0,2.93,0.0,0
2,Brighton,Lewis Dunk,90,6.1,0,0,0,0,0,0.0,0.0087487,0,0,1,0,1,0,0.0,0,Lewis Dunk,116,90,0,0,0.0,0.01,-1,0,3,-4,0,2.93,0.0,1
2,Brighton,Luka Vušković,90,6.6,0,2,0,0,0,0.0337,0.0164323,0,0,1,0,6,0,0.0,0,Luka Vušković,504,90,0,0,0.03,0.02,0,0,8,-2,0,2.93,0.0,1
2,Brighton,Malick Yalcouyé,74,7.5,2,2,1,1,1,0.6974,0.160607,1,0,3,0,2,0,0.0,0,Malick Yalcouyé,605,73,1,0,0.7,0.16,8,0,7,39,0,2.93,1.7556,1
2,Brighton,Mats Wieffer,80,7.4,0,1,0,0,0,0.0297,0.0833342,0,0,0,2,2,0,0.0,0,Mats Wieffer,130,79,0,0,0.03,0.08,0,0,7,6,0,2.93,0.0,1
