gw,team,name,mins,rating,sot,shots,bcc,bcm,kp,xg,xa,g,a,tkl,intc,clr,saves,gprev,penWon,player,fpl_id,fpl_mins,fG,fA,fxg,fxa,Pts,CS,dc,bps,fpl_saves,team_xga,xgot,starts
1,Crystal Palace,Jørgen Strand Larsen,27,6.1,1,1,0,0,0,0.2511,0.00570817,0,0,0,0,0,0,0.0,0,Jørgen Strand Larsen,222,27,0,0,0.25,0.01,1,0,0,3,0,1.12,0.1067,0
1,Crystal Palace,Takehiro Tomiyasu,18,6.6,0,0,0,0,0,0.0,0.00948454,0,0,0,1,0,0,0.0,0,Takehiro Tomiyasu,577,18,0,0,0.0,0.01,1,0,1,3,0,1.12,0.0,0
1,Crystal Palace,Tyrick Mitchell,90,6.4,0,0,0,0,1,0.0,0.0140754,0,0,2,0,3,0,0.0,0,Tyrick Mitchell,204,90,0,0,0.0,0.01,1,0,5,9,0,1.12,0.0,1
1,Crystal Palace,Yéremy Pino,35,6.6,0,2,0,0,0,0.0584,0.0207893,0,0,2,0,0,0,0.0,0,Yéremy Pino,211,35,0,0,0.06,0.02,1,0,5,4,0,1.12,0.0,0
1,Everton,Beto,11,6.5,0,1,0,0,0,0.0484,2.634e-05,0,0,0,0,0,0,0.0,0,Beto,248,11,0,0,0.05,0.0,1,0,0,3,0,1.96,0.0,0
1,Everton,Brennan Johnson,14,6.5,0,0,0,0,0,0.0,0.0011954,0,0,0,0,2,0,0.0,0,Brennan Johnson,209,6,0,0,0.0,0.0,1,0,2,3,0,1.96,0.0,0
1,Everton,Carlos Alcaraz,1,0.0,1,1,0,0,0,0.0211,0.00468383,0,0,1,0,0,0,0.0,0,Carlos Alcaraz,243,1,0,0,0.02,0.0,1,0,3,7,0,1.96,0.0369,0
1,Everton,Harrison Armstrong,90,6.8,0,0,0,0,1,0.0,0.0367117,0,1,2,1,1,0,0.0,0,Harrison Armstrong,244,90,0,1,0.0,0.04,8,1,16,25,0,1.96,0.0,1
1,Everton,Hayden Hackney,79,7.1,0,1,0,0,1,0.0098,0.00906305,0,0,2,1,0,0,0.0,0,Hayden Hackney,247,78,0,0,0.01,0.01,3,1,7,16,0,1.96,0.0,1
1,Everton,Iliman Ndiaye,90,7.9,2,2,1,0,3,0.2433,0.320442,0,1,4,0,0,0,0.0,0,Iliman Ndiaye,237,90,0,1,0.24,0.32,9,1,12,36,0,1.96,0.5246,1
1,Everton,James Garner,11,6.7,0,0,0,0,1,0.0,0.0255176,0,0,1,0,0,0,0.0,0,James Garner,239,11,0,0,0.0,0.03,1,0,1,6,0,1.96,0.0,0
1,Everton,James Tarkowski,90,7.0,0,1,0,0,0,0.0512,0.00298478,0,0,1,3,4,0,0.0,0,James Tarkowski,229,90,0,0,0.05,0.0,6,1,9,25,0,1.96,0.0,1
1,Everton,Jarrad Branthwaite,90,7.5,0,0,0,0,0,0.0,0.0127088,0,0,2,1,4,0,0.0,0,Jarrad Branthwaite,230,90,0,0,0.0,0.01,6,1,8,27,0,1.96,0.0,1
1,Everton,Jordan Pickford,90,8.2,0,0,0,0,0,0.0,0.0163532,0,0,0,0,0,4,0.9406,0,Jordan Pickford,226,90,0,0,0.0,0.02,7,1,0,34,4,1.96,0.0,1
1,Everton,Kiernan Dewsbury-Hall,89,8.6,1,3,0,0,2,0.1189,0.171371,1,0,2,0,1,0,0.0,0,Kiernan Dewsbury-Hall,236,90,1,0,0.12,0.17,11,1,8,40,0,1.96,0.4583,1
1,Everton,Merlin Röhl,90,7.4,0,0,0,0,1,0.0,0.0555781,0,0,2,0,2,0,0.0,0,Merlin Röhl,246,90,0,0,0.0,0.06,3,1,9,12,0,1.96,0.0,1
1,Everton,Thierno Barry,79,7.0,1,2,0,0,1,0.4502,0.0861693,1,0,1,0,0,0,0.0,0,Thierno Barry,249,78,1,0,0.45,0.09,8,1,3,37,0,1.96,0.635,1
1,Everton,Tyrique George,84,7.4,0,5,0,0,2,0.1767,0.0752996,0,0,0,2,1,0,0.0,0,Tyrique George,242,83,0,0,0.18,0.08,3,1,7,13,0,1.96,0.0,1
1,Everton,Vitaliy Mykolenko,90,7.2,0,0,0,0,1,0.0,0.0477598,0,0,0,0,4,0,0.0,0,Vitaliy Mykolenko,233,90,0,0,0.0,0.05,6,1,4,27,0,1.96,0.0,1
1,Fulham,Alex Iwobi,90,6.8,0,0,0,0,0,0.0,0.0385336,0,0,1,3,0,0,0.0,0,Alex Iwobi,261,90,0,0,0.0,0.04,2,0,10,17,0,2.24,0.0,1
1,Fulham,Antonee Robinson,82,6.3,0,1,0,1,1,0.133,0.0405071,0,0,3,1,2,0,0.0,0,Antonee Robinson,254,81,0,0,0.13,0.04,1,0,7,4,0,2.24,0.0,1
1,Fulham,Bernd Leno,90,6.2,0,0,0,0,0,0.0,0.00233153,0,0,0,0,1,3,-0.9787,0,Bernd Leno,250,90,0,0,0.0,0.0,2,0,0,11,3,2.24,0.0,1
1,Fulham,Calvin Bassey,90,6.5,0,1,0,0,0,0.0168,0.0228932,0,0,1,0,3,0,0.0,0,Calvin Bassey,257,90,0,0,0.02,0.02,0,0,4,1,0,2.24,0.0,1
1,Fulham,César Palacios,73,6.0,0,2,0,0,0,0.1558,0.00820661,0,0,2,0,0,0,0.0,0,César Palacios,570,72,0,0,0.16,0.01,2,0,4,10,0,2.24,0.0,1
1,Fulham,Gonzalo García,90,7.1,1,3,0,0,0,0.7335,0.00652821,1,0,1,0,0,0,0.0,0,Gonzalo García,569,90,1,0,0.73,0.01,6,0,2,33,0,2.24,0.9396,1
1,Fulham,Jorge Cuenca,90,7.1,0,0,1,0,2,0.0,0.0275607,0,0,1,1,5,0,0.0,0,Jorge Cuenca,255,90,0,0,0.0,0.03,3,0,10,7,0,2.24,0.0,1
1,Fulham,Joshua King,90,7.1,2,3,0,0,1,0.1714,0.0362845,1,0,2,0,2,0,0.0,0,Joshua King,268,90,1,0,0.17,0.04,7,0,8,34,0,2.24,0.0971,1
1,Fulham,Kevin,17,6.4,0,0,0,0,0,0.0,0.00638422,0,0,2,0,0,0,0.0,0,Kevin,263,17,0,0,0.0,0.01,1,0,3,2,0,2.24,0.0,0
1,Fulham,Oscar Bobb,67,6.7,0,0,0,0,1,0.0,0.263776,0,0,3,1,0,0,0.0,0,Oscar Bobb,264,66,0,0,0.0,0.26,2,0,6,10,0,2.24,0.0,1
1,Fulham,Rodrigo Muniz,8,6.7,1,1,0,0,1,0.0196,0.00158714,0,0,0,0,1,0,0.0,0,Rodrigo Muniz,271,8,0,0,0.02,0.0,1,0,1,6,0,2.24,0.0109,0
1,Fulham,Ryan Sessegnon,17,6.6,1,1,0,0,0,0.0325,0.00270599,0,0,0,1,0,0,0.0,0,Ryan Sessegnon,269,17,0,0,0.03,0.0,1,0,1,7,0,2.24,0.0913,0
1,Fulham,Sander Berge,73,6.7,0,1,0,0,2,0.0294,0.0270773,0,0,1,0,0,0,0.0,0,Sander Berge,265,72,0,0,0.03,0.03,2,0,4,14,0,2.24,0.0,1
1,Fulham,Shea Charles,23,6.8,0,0,0,0,0,0.0,0.00463464,0,0,1,0,0,0,0.0,0,Shea Charles,580,23,0,0,0.0,0.0,1,0,3,5,0,2.24,0.0,0
1,Fulham,Timothy Castagne,90,6.6,1,1,0,0,2,0.0932,0.179549,0,1,1,1,3,0,0.0,0,Timothy Castagne,258,90,0,2,0.09,0.18,6,0,6,21,0,2.24,0.0324,1
1,Hull City,Cody Drameh,20,6.7,0,1,0,0,0,0.0475,2.757e-05,0,0,1,1,1,0,0.0,0,Cody Drameh,281,20,0,0,0.05,0.0,1,0,3,4,0,1.83,0.0,0
1,Hull City,Elliot Stroud,71,7.0,0,0,0,0,0,0.0,0.0283311,0,0,3,1,0,0,0.0,0,Elliot Stroud,576,70,0,0,0.0,0.03,3,1,6,11,0,1.83,0.0,1
1,Hull City,John Egan,90,7.6,0,0,0,0,0,0.0,0.00176803,0,0,1,0,17,0,0.0,0,John Egan,277,90,0,0,0.0,0.0,8,1,21,27,0,1.83,0.0,1
1,Hull City,Konstantinos Tzolakis,90,8.1,0,0,0,0,0,0.0,0.00264801,0,0,0,0,0,5,0.5968,0,Konstantinos Tzolakis,572,90,0,0,0.0,0.0,10,1,0,41,5,1.83,0.0,1
1,Hull City,Lewie Coyle,70,7.1,0,0,0,0,1,0.0,0.00692328,0,0,1,0,1,0,0.0,0,Lewie Coyle,280,69,0,0,0.0,0.01,6,1,2,23,0,1.83,0.0,1
1,Hull City,Liam Millar,19,6.6,0,0,0,0,0,0.0,0.00056003,0,0,1,0,1,0,0.0,0,Liam Millar,287,19,0,0,0.0,0.0,0,0,3,2,0,1.83,0.0,0
1,Hull City,Lucas Herrington,26,7.0,0,0,0,0,0,0.0,9.4e-07,0,0,0,0,4,0,0.0,0,Lucas Herrington,585,26,0,0,0.0,0.0,1,0,4,4,0,1.83,0.0,0
1,Hull City,Matt Crooks,90,7.1,0,0,0,0,0,0.0,0.00395772,0,0,4,0,2,0,0.0,0,Matt Crooks,289,90,0,0,0.0,0.0,2,1,9,9,0,1.83,0.0,1
1,Hull City,Matt Targett,12,6.8,0,0,0,0,0,0.0,0.00054112,0,0,0,0,0,0,0.0,0,Matt Targett,556,5,0,0,0.0,0.0,1,0,0,3,0,1.83,0.0,0
1,Hull City,Mohamed Belloumi,90,6.8,0,2,0,0,0,0.048,0.0331074,0,0,4,1,1,0,0.0,0,Mohamed Belloumi,286,90,0,0,0.05,0.03,3,1,10,8,0,1.83,0.0,1
1,Hull City,Nobel Mendy,64,8.0,1,1,0,0,0,0.2783,0.00167427,1,0,0,0,12,0,0.0,0,Nobel Mendy,586,63,1,0,0.28,0.0,15,1,13,35,0,1.83,0.4808,1
1,Hull City,Oli McBurnie,90,6.7,2,2,0,1,2,0.1558,0.011378,0,0,0,0,3,0,0.0,0,Oli McBurnie,295,90,0,1,0.16,0.01,5,1,5,21,0,1.83,0.4735,1
1,Hull City,Paddy McNair,26,6.7,0,0,0,0,0,0.0,0.0001188,0,0,0,0,2,0,0.0,0,Paddy McNair,285,26,0,0,0.0,0.0,1,0,2,3,0,1.83,0.0,0
1,Hull City,Regan Slater,90,7.3,0,0,1,0,1,0.0,0.441125,0,1,1,0,0,0,0.0,0,Regan Slater,290,90,0,1,0.0,0.44,6,1,3,20,0,1.83,0.0,1
1,Hull City,Ryan Giles,85,7.3,0,1,0,0,1,0.021,0.0733466,0,0,1,1,4,0,0.0,0,Ryan Giles,282,84,0,0,0.02,0.07,6,1,6,24,0,1.83,0.0,1
1,Hull City,Semi Ajayi,64,7.6,1,1,0,0,0,0.523,0.00155093,1,0,0,2,5,0,0.0,0,Semi Ajayi,279,63,1,0,0.52,0.0,14,1,7,39,0,1.83,0.9723,1
1,Ipswich Town,Abdoul Ouattara,10,6.8,0,0,0,0,1,0.0,0.00097056,0,0,0,0,2,0,0.0,0,Abdoul Ouattara,592,10,0,0,0.0,0.0,1,0,2,4,0,0.66,0.0,0
1,Ipswich Town,Abdul Fatawu Issahaku,66,7.6,0,0,1,0,2,0.0,0.4052,0,0,4,1,0,0,0.0,0,Abdul Fatawu Issahaku,315,65,0,0,0.0,0.41,2,0,7,22,0,0.66,0.0,1
1,Ipswich Town,Chuba Akpom,24,6.5,0,0,0,0,0,0.0,7.738e-05,0,0,1,0,0,0,0.0,0,Chuba Akpom,320,24,0,0,0.0,0.0,1,0,3,3,0,0.66,0.0,0
1,Ipswich Town,Daizen Maeda,80,6.3,0,1,0,1,0,0.6091,0.00360846,0,0,4,0,2,0,0.0,0,Daizen Maeda,562,79,0,0,0.61,0.0,2,0,9,7,0,0.66,0.0,1
1,Ipswich Town,Dara O'Shea,90,7.5,0,0,0,0,2,0.0,0.158328,0,0,2,2,12,0,0.0,0,Dara O'Shea,304,90,0,0,0.0,0.16,4,0,18,16,0,0.66,0.0,1
1,Ipswich Town,Emersonn,66,7.9,2,3,0,0,2,0.8201,0.0625768,1,0,1,0,1,0,0.0,0,Emersonn,316,65,1,0,0.82,0.06,9,0,3,41,0,0.66,1.002,1
1,Ipswich Town,Issa Diop,90,5.9,0,0,0,0,0,0.0,0.0130036,0,0,1,2,2,0,0.0,0,Issa Diop,259,90,0,0,0.0,0.01,2,0,5,7,0,0.66,0.0,1
1,Ipswich Town,Jack Clarke,19,7.7,1,2,0,0,0,0.1025,0.00180591,1,0,1,0,0,0,0.0,0,Jack Clarke,313,19,1,0,0.1,0.0,7,0,2,27,0,0.66,0.6268,0
1,Ipswich Town,Jacob Greaves,90,6.9,0,0,0,0,0,0.0,0.00477302,0,0,3,0,4,0,0.0,0,Jacob Greaves,306,90,0,0,0.0,0.0,2,0,7,12,0,0.66,0.0,1
1,Ipswich Town,Julio Enciso,71,7.7,0,3,1,0,1,0.2314,0.311418,0,1,1,1,1,0,0.0,0,Julio Enciso,591,70,0,1,0.23,0.31,5,0,8,24,0,0.66,0.0,1
1,Ipswich Town,Kasey McAteer,24,6.6,0,0,0,0,0,0.0,0.00474216,0,0,1,0,0,0,0.0,0,Kasey McAteer,323,24,0,0,0.0,0.0,1,0,3,4,0,0.66,0.0,0
1,Ipswich Town,Kjell Scherpen,90,6.6,0,0,0,0,0,0.0,0.00182497,0,0,0,0,1,2,-0.6538,0,Kjell Scherpen,564,90,0,0,0.0,0.0,2,0,0,12,2,0.66,0.0,1
1,Ipswich Town,Leif Davis,90,6.9,0,0,0,0,0,0.0,0.0115509,0,0,0,1,5,0,0.0,0,Leif Davis,305,90,0,0,0.0,0.01,2,0,7,10,0,0.66,0.0,1
1,Ipswich Town,Marcelino Núñez,80,7.8,0,1,0,0,0,0.0327,0.0326032,0,0,2,1,2,0,0.0,0,Marcelino Núñez,309,79,0,0,0.03,0.03,4,0,12,26,0,0.66,0.0,1
1,Ipswich Town,Saša Lukić,90,6.6,0,0,0,0,1,0.0,0.019229,0,1,1,1,1,0,0.0,0,Saša Lukić,267,90,0,1,0.0,0.02,5,0,6,22,0,0.66,0.0,1
1,Ipswich Town,Sindre Walle Egeli,10,6.5,0,0,0,0,0,0.0,5.731e-05,0,0,0,0,0,0,0.0,0,Sindre Walle Egeli,321,10,0,0,0.0,0.0,1,0,0,3,0,0.66,0.0,0
1,Leeds,Anton Stach,90,8.0,1,3,0,0,0,0.1003,0.0480202,1,0,3,4,4,0,0.0,0,Anton Stach,335,90,1,0,0.1,0.05,13,1,16,37,0,0.66,0.0763,1
1,Leeds,Brenden Aaronson,82,6.7,1,1,0,0,0,0.0117,0.00705384,0,0,1,0,0,0,0.0,0,Brenden Aaronson,337,81,0,0,0.01,0.01,3,1,7,16,0,0.66,0.025,1
1,Leeds,Dominic Calvert-Lewin,90,6.0,0,3,0,0,0,0.1268,0.0016428,0,0,0,0,0,0,0.0,0,Dominic Calvert-Lewin,346,90,0,0,0.13,0.0,1,1,2,-2,0,0.66,0.0,1
1,Leeds,Ethan Ampadu,90,6.9,0,0,0,0,2,0.0,0.0376885,0,0,2,3,3,0,0.0,0,Ethan Ampadu,338,90,0,0,0.0,0.04,5,1,13,18,0,0.66,0.0,1
1,Leeds,Harry Wilson,66,6.8,0,0,0,0,1,0.0,0.0234758,0,0,2,0,0,0,0.0,0,Harry Wilson,260,65,0,0,0.0,0.02,3,1,2,8,0,0.66,0.0,1
1,Leeds,Jaka Bijol,90,7.4,0,2,0,0,0,0.1059,0.00188645,0,0,1,2,9,0,0.0,0,Jaka Bijol,327,90,0,0,0.11,0.0,10,1,12,28,0,0.66,0.0,1
1,Leeds,James Justin,90,7.3,0,0,0,0,0,0.0,0.00995554,0,0,6,1,4,0,0.0,0,James Justin,332,90,0,0,0.0,0.01,10,1,12,28,0,0.66,0.0,1
1,Leeds,James Trafford,90,7.4,0,0,0,0,0,0.0,0.00184034,0,0,0,0,0,3,0.3277,0,James Trafford,385,90,0,0,0.0,0.0,9,1,0,28,3,0.66,0.0,1
1,Leeds,Jayden Bogle,90,6.6,0,0,0,0,0,0.0,0.00294107,0,0,1,1,1,0,0.0,0,Jayden Bogle,330,90,0,0,0.0,0.0,6,1,3,24,0,0.66,0.0,1
1,Leeds,Joe Rodon,90,7.2,0,1,0,0,1,0.0333,0.0616404,0,0,1,1,5,0,0.0,0,Joe Rodon,329,90,0,0,0.03,0.06,6,1,7,21,0,0.66,0.0,1
1,Leeds,Noah Okafor,24,6.7,0,0,0,0,1,0.0,0.155449,0,0,2,1,0,0,0.0,0,Noah Okafor,336,24,0,0,0.0,0.16,1,0,5,10,0,0.66,0.0,0
1,Leeds,Sean Longstaff,8,6.6,0,0,0,0,0,0.0,0.00041182,0,0,0,0,0,0,0.0,0,Sean Longstaff,339,8,0,0,0.0,0.0,1,0,0,3,0,0.66,0.0,0
1,Leeds,Tarik Muharemović,90,6.9,1,1,0,0,0,0.0919,0.00297201,0,0,0,2,5,0,0.0,0,Tarik Muharemović,334,90,0,0,0.09,0.0,6,1,7,25,0,0.66,0.4315,1
1,Liverpool,Alexander Isak,90,7.0,2,4,0,2,1,1.0868,0.00735901,0,0,0,0,0,0,0.0,0,Alexander Isak,379,90,0,0,1.09,0.01,2,0,1,6,0,1.58,1.0675,1
1,Liverpool,Alexis Mac Allister,27,6.9,0,0,0,0,0,0.0,0.00835005,0,0,2,0,0,0,0.0,0,Alexis Mac Allister,372,27,0,0,0.0,0.01,1,0,3,9,0,1.58,0.0,0
1,Liverpool,Alisson,90,6.3,0,0,0,0,0,0.0,0.0001934,0,0,0,0,2,3,-0.4432,0,Alisson,350,90,0,0,0.0,0.0,2,0,0,7,3,1.58,0.0,1
1,Liverpool,Cody Gakpo,90,7.2,1,6,0,0,3,0.2989,0.153337,1,0,3,3,1,0,0.0,0,Cody Gakpo,367,90,1,0,0.3,0.15,12,0,12,33,0,1.58,0.3849,1
1,Liverpool,Dominik Szoboszlai,90,7.1,1,3,0,0,3,0.8497,0.270412,1,0,1,1,0,0,0.0,0,Dominik Szoboszlai,368,90,1,0,0.85,0.27,8,0,7,29,0,1.58,0.9897,1
1,Liverpool,Florian Wirtz,63,7.0,1,3,0,0,1,0.2566,0.0353615,0,0,1,0,0,0,0.0,0,Florian Wirtz,366,62,0,0,0.26,0.04,2,0,5,16,0,1.58,0.3146,1
1,Liverpool,Jeremie Frimpong,90,5.9,0,1,0,0,3,0.0098,0.0905495,0,0,1,0,1,0,0.0,0,Jeremie Frimpong,357,90,0,0,0.01,0.09,0,0,2,3,0,1.58,0.0,1
1,Liverpool,Jérémy Jacquet,70,6.7,0,0,0,0,1,0.0,0.0164785,0,0,1,1,1,0,0.0,0,Jérémy Jacquet,362,69,0,0,0.0,0.02,1,0,3,9,0,1.58,0.0,1
1,Liverpool,Lewis Koumas,12,6.6,0,1,0,0,0,0.0288,0.00497314,0,0,0,0,0,0,0.0,0,Lewis Koumas,381,12,0,0,0.03,0.0,1,0,1,4,0,1.58,0.0,0
1,Liverpool,Miloš Kerkez,90,6.0,1,2,0,0,1,0.0243,0.0236795,0,0,3,1,2,0,0.0,0,Miloš Kerkez,358,90,0,0,0.02,0.02,0,0,7,3,0,1.58,0.0376,1
1,Liverpool,Rio Ngumoha,63,6.3,0,1,0,0,0,0.0402,0.0222302,0,0,1,0,0,0,0.0,0,Rio Ngumoha,369,62,0,0,0.04,0.02,2,0,3,9,0,1.58,0.0,1
1,Liverpool,Ronald Araújo,20,7.3,0,0,0,0,0,0.0,0.034693,0,0,1,0,2,0,0.0,0,Ronald Araújo,579,20,0,0,0.0,0.03,1,0,4,3,0,1.58,0.0,0
1,Liverpool,Ryan Gravenberch,78,6.9,0,2,0,0,1,0.0628,0.0521378,0,1,1,2,0,0,0.0,0,Ryan Gravenberch,371,77,0,1,0.06,0.05,5,0,11,26,0,1.58,0.0,1
1,Liverpool,Virgil van Dijk,90,6.7,1,2,0,0,0,0.2493,0.0129906,0,0,2,0,9,0,0.0,0,Virgil van Dijk,356,90,0,0,0.25,0.01,2,0,11,8,0,1.58,0.1741,1
1,Liverpool,Víctor Muñoz,27,7.3,0,2,0,0,0,0.095,0.0413047,0,0,0,0,0,0,0.0,1,Víctor Muñoz,377,27,0,1,0.1,0.04,4,0,0,15,0,1.58,0.0,0
1,Man City,Abdukodir Khusanov,90,7.0,0,0,0,0,0,0.0,0.0228068,0,0,2,1,1,0,0.0,0,Abdukodir Khusanov,393,90,0,0,0.0,0.02,2,0,4,14,0,0.65,0.0,1
1,Man City,Antoine Semenyo,90,6.9,1,1,0,0,0,0.0604,0.0236823,0,0,1,0,0,0,0.0,0,Antoine Semenyo,397,90,0,0,0.06,0.02,2,0,5,16,0,0.65,0.1643,1
1,Man City,Elliot Anderson,63,6.9,0,0,1,0,1,0.0,0.253643,0,0,2,1,0,0,0.0,0,Elliot Anderson,481,62,0,0,0.0,0.25,2,0,6,14,0,0.65,0.0,1
1,Man City,Erling Haaland,90,6.9,2,5,0,1,0,0.7433,0.0161809,0,0,0,0,0,0,0.0,0,Erling Haaland,411,90,0,0,0.74,0.02,2,0,3,6,0,0.65,1.1814,1
1,Man City,Gianluigi Donnarumma,90,8.0,0,0,0,0,0,0.0,0.00029672,0,0,0,0,1,3,0.6972,0,Gianluigi Donnarumma,384,90,0,0,0.0,0.0,3,0,0,12,3,0.65,0.0,1
1,Man City,Jack Grealish,8,6.6,0,0,0,0,0,0.0,0.00084154,0,0,1,0,0,0,0.0,0,Jack Grealish,238,8,0,0,0.0,0.0,1,0,1,2,0,0.65,0.0,0
1,Man City,Joško Gvardiol,90,7.6,1,1,0,0,0,0.1937,0.053669,1,0,2,4,1,0,0.0,0,Joško Gvardiol,391,90,1,0,0.19,0.05,9,0,7,28,0,0.65,0.8932,1
1,Man City,Marc Guéhi,90,8.3,1,2,1,1,1,0.8937,0.319931,1,0,3,0,1,0,0.0,0,Marc Guéhi,388,90,1,0,0.89,0.32,10,0,4,31,0,0.65,0.2317,1
1,Man City,Mateo Kovačić,27,6.7,0,0,0,0,0,0.0,0.0138078,0,0,0,0,0,0,0.0,0,Mateo Kovačić,406,27,0,0,0.0,0.01,1,0,2,3,0,0.65,0.0,0
1,Man City,Matheus Nunes,33,6.8,0,0,0,0,0,0.0,0.0414066,0,0,0,0,1,0,0.0,0,Matheus Nunes,389,33,0,0,0.0,0.04,1,0,1,4,0,0.65,0.0,0
1,Man City,Nico O'Reilly,63,6.9,0,1,0,0,1,0.0675,0.410938,0,0,1,0,1,0,0.0,0,Nico O'Reilly,387,62,0,0,0.07,0.41,2,0,2,5,0,0.65,0.0,1
1,Man City,Phil Foden,82,6.7,0,2,1,0,2,0.1203,0.399674,0,0,3,0,0,0,0.0,0,Phil Foden,398,81,0,0,0.12,0.4,1,0,6,15,0,0.65,0.0,1
1,Man City,Rayan Cherki,27,7.5,0,0,1,0,4,0.0,0.495459,0,2,0,0,0,0,0.0,0,Rayan Cherki,399,27,0,2,0.0,0.5,8,0,0,28,0,0.65,0.0,0
1,Man City,Rico Lewis,57,6.0,1,1,0,1,0,0.1728,0.0181417,0,0,0,2,0,0,0.0,0,Rico Lewis,395,56,0,0,0.17,0.02,1,0,2,-1,0,0.65,0.2067,1
1,Man City,Rúben Dias,90,7.4,0,0,0,0,1,0.0,0.143504,0,0,0,0,6,0,0.0,0,Rúben Dias,390,90,0,0,0.0,0.14,2,0,6,11,0,0.65,0.0,1
1,Man Utd,Andrey Santos,67,7.1,0,0,0,0,0,0.0,0.232426,0,0,1,0,3,0,0.0,0,Andrey Santos,162,66,0,0,0.0,0.23,2,0,9,17,0,1.01,0.0,1
1,Man Utd,Ayden Heaven,90,6.3,0,2,0,0,0,0.1212,0.0357797,0,0,1,0,1,0,0.0,0,Ayden Heaven,421,90,0,0,0.12,0.04,1,0,2,5,0,1.01,0.0,1
1,Man Utd,Benjamin Šeško,23,6.2,0,1,0,0,0,0.0357,0.00247706,0,0,0,0,0,0,0.0,0,Benjamin Šeško,439,23,0,0,0.04,0.0,1,0,0,2,0,1.01,0.0,0
1,Man Utd,Bruno Fernandes,90,7.2,1,3,0,0,3,0.0835,0.256456,0,0,0,0,1,0,0.0,0,Bruno Fernandes,426,90,0,0,0.08,0.26,2,0,6,18,0,1.01,0.0103,1
1,Man Utd,Bryan Mbeumo,90,6.3,2,4,0,1,1,0.4969,0.227783,0,0,0,0,0,0,0.0,0,Bryan Mbeumo,427,90,0,0,0.5,0.23,2,0,4,12,0,1.01,0.5074,1
1,Man Utd,Diogo Dalot,10,6.8,0,0,0,0,1,0.0,0.00456009,0,0,2,1,0,0,0.0,0,Diogo Dalot,417,10,0,0,0.0,0.0,1,0,3,6,0,1.01,0.0,0
1,Man Utd,Harry Maguire,90,7.3,1,2,1,0,2,0.0448,0.404485,0,0,0,0,4,0,0.0,0,Harry Maguire,418,90,0,0,0.04,0.4,1,0,4,15,0,1.01,0.011,1
1,Man Utd,Kobbie Mainoo,23,6.7,0,1,0,0,0,0.0705,0.0149243,0,0,0,0,0,0,0.0,0,Kobbie Mainoo,432,23,0,0,0.07,0.01,1,0,1,7,0,1.01,0.0,0
1,Man Utd,Luke Shaw,90,6.5,0,0,0,0,4,0.0,0.260958,0,0,1,1,2,0,0.0,0,Luke Shaw,423,90,0,0,0.0,0.26,1,0,4,13,0,1.01,0.0,1
1,Man Utd,Marcus Rashford,45,6.4,0,0,0,0,4,0.0,0.0972659,0,0,0,0,0,0,0.0,0,Marcus Rashford,429,45,0,0,0.0,0.1,1,0,1,9,0,1.01,0.0,0
1,Man Utd,Matheus Cunha,80,5.8,1,3,1,0,2,0.2431,0.212746,0,0,0,0,0,0,0.0,0,Matheus Cunha,428,79,0,0,0.24,0.21,2,0,3,14,0,1.01,0.0681,1
1,Man Utd,Noussair Mazraoui,80,6.3,0,1,0,0,2,0.2243,0.0539162,0,0,1,0,3,0,0.0,0,Noussair Mazraoui,422,79,0,0,0.22,0.05,1,0,5,8,0,1.01,0.0,1
1,Man Utd,Patrick Dorgu,45,5.4,0,3,0,1,0,0.4697,0.0280165,0,0,0,1,0,0,0.0,0,Patrick Dorgu,415,45,0,0,0.47,0.03,0,0,1,-11,0,1.01,0.0,1
1,Man Utd,Senne Lammens,90,6.7,0,0,0,0,0,0.0,0.00035609,0,0,0,0,2,2,-0.0734,0,Senne Lammens,412,90,0,0,0.0,0.0,1,0,0,7,2,1.01,0.0,1
1,Man Utd,Shea Lacey,10,6.5,0,0,0,0,0,0.0,0.00325779,0,0,0,0,0,0,0.0,0,Shea Lacey,435,10,0,0,0.0,0.0,1,0,1,3,0,1.01,0.0,0
1,Man Utd,Youri Tielemans,67,6.7,0,1,0,0,0,0.0366,0.106979,0,0,0,0,0,0,0.0,0,Youri Tielemans,43,66,0,0,0.04,0.11,2,0,5,13,0,1.01,0.0,1
1,Newcastle,Aladji Bamba,14,6.6,0,0,0,0,0,0.0,9.59e-06,0,0,1,0,1,0,0.0,0,Aladji Bamba,559,14,0,0,0.0,0.0,1,0,2,5,0,2.98,0.0,0
1,Newcastle,Amar Dedić,90,6.3,0,1,0,0,0,0.0304,0.00485664,0,0,2,0,6,0,0.0,0,Amar Dedić,593,90,0,0,0.03,0.0,1,0,9,-1,0,2.98,0.0,1
1,Newcastle,Anthony Elanga,76,7.7,2,2,0,0,0,0.2215,0.0122453,1,0,0,0,1,0,0.0,0,Anthony Elanga,454,75,1,0,0.22,0.01,9,0,2,31,0,2.98,0.4032,1
1,Newcastle,Fabian Schär,1,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,Fabian Schär,446,1,0,0,0.0,0.0,1,0,0,-1,0,2.98,0.0,0
1,Newcastle,Harvey Barnes,90,6.7,0,1,0,0,0,0.0689,0.0178046,0,0,1,0,3,0,0.0,0,Harvey Barnes,453,90,0,0,0.07,0.02,2,0,8,12,0,2.98,0.0,1
